Rk,Player,Nation,Pos,Squad,Age,Born,90s,Matches,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Live,Dead,FK_dup,TB,Sw,TI,CK,In,Out,Str,Off_dup,Blocks,SCA,SCA90,PassLive,PassDead,TO,Sh_dup,Fld_dup,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att_dup,Tkl%,Lost_dup,Blocks_dup,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd_dup,Mid 3rd_dup,Att 3rd_dup,Att Pen,Live_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_dup,PrgDist_dup,PrgC,1/3_dup,CPA,Mis,Dis,Rec,PrgR
275,Yayah Kallon,sl SLE,"MF,FW",Hellas Verona,21,2001,9.6,Matches,1,0,0,13,21,4,33,8,10,0,0,0,40,9,22,29.0,1,20,6,30.0,2.09,0.63,0.05,0.17,19.4,0,0,0,1.7,1.7,0.08,-0.7,-0.7,148,237,62.4,2179,653,79,106,74.5,51,83,61.4,8,17,47.1,1,1.5,0.9,-0.5,13,10,14,6,22,223,12,2,0,0,4,1,0,0,0,2,10,30,3.14,24,0,2,0,3,0,2,0.21,1,0,0,1,0,0,14,5,4,5,7,30,58.3,5,10,10,22,5,0,356,7,31,127,207,43,356,8,26.7,14,46.7,233,1764,764,33,20,14,28,15,237,64
276,Pierre Kalulu,fr FRA,DF,Milan,22,2000,28.3,Matches,4,0,0,24,23,2,28,41,39,0,1,0,165,36,33,52.2,1,11,2,18.2,0.39,0.07,0.09,0.50,10.0,0,0,0,1.5,1.5,0.14,-0.5,-0.5,1589,1821,87.3,29265,9921,612,663,92.3,836,909,92.0,128,208,61.5,0,1.2,1.2,-1.2,10,109,10,5,138,1674,143,52,3,3,86,0,0,0,0,4,13,33,1.17,28,2,0,17,0,1,3,0.11,2,1,0,0,0,0,57,33,21,3,28,18,66.7,14,41,24,98,56,1,2099,118,890,1056,172,18,2099,10,55.6,5,27.8,1284,7528,4148,52,25,0,25,5,1410,43
277,Yann Karamoh,fr FRA,"MF,FW",Torino,24,1998,8.0,Matches,2,0,0,11,13,12,15,0,2,0,0,0,29,7,24,22.6,4,20,12,60.0,2.51,1.51,0.20,0.33,15.5,0,0,0,3.3,3.3,0.16,+0.7,+0.7,163,216,75.5,2385,407,98,112,87.5,55,69,79.7,6,13,46.2,0,0.7,0.4,-0.7,11,5,5,3,12,208,7,1,2,3,1,0,0,0,0,1,13,22,2.77,17,0,3,0,1,0,3,0.38,1,0,2,0,0,0,5,3,2,0,1,57,20.0,4,5,5,5,2,1,347,4,22,139,192,35,347,26,45.6,25,43.9,221,1493,646,27,10,11,33,13,257,74
278,Rick Karsdorp,nl NED,DF,Roma,27,1995,7.9,Matches,0,0,0,4,0,1,14,7,13,0,0,0,45,5,2,71.4,0,2,0,0.0,0.25,0.00,0.00,,19.4,0,0,0,0.3,0.3,0.14,-0.3,-0.3,295,380,77.6,5109,1611,134,153,87.6,131,155,84.5,27,53,50.9,0,1.2,1.1,-1.2,6,13,11,1,24,306,73,4,3,1,69,0,0,0,0,1,8,16,2.03,13,3,0,0,0,0,0,0.00,0,0,0,0,0,0,21,11,7,3,13,6,59.1,9,0,0,28,15,1,444,30,156,185,110,9,444,0,0.0,5,83.3,236,1148,575,16,8,2,11,6,260,33
279,Denso Kasius,nl NED,DF,Bologna,19,2002,3.8,Matches,1,0,0,3,1,0,12,3,6,0,0,0,18,1,4,20.0,0,4,0,0.0,1.05,0.00,0.00,,23.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,143,192,74.5,2576,864,65,72,90.3,53,74,71.6,20,36,55.6,2,0.7,0.8,+1.3,6,6,8,6,9,156,35,1,0,3,34,0,0,0,0,1,3,15,3.94,13,0,2,3,0,0,2,0.52,2,0,0,0,0,0,12,7,4,1,8,10,80.0,2,6,3,15,6,0,243,6,75,105,65,3,243,6,60.0,3,30.0,127,728,374,9,10,1,11,7,144,21
280,Grigoris Kastanos,cy CYP,"MF,DF",Salernitana,24,1998,14.3,Matches,4,0,0,22,42,0,26,8,23,0,0,0,70,23,24,48.9,2,30,9,30.0,2.10,0.63,0.07,0.22,22.2,0,0,0,1.9,1.9,0.06,+0.1,+0.1,460,621,74.1,6840,2528,253,281,90.0,130,181,71.8,37,77,48.1,1,0.6,0.9,+0.4,13,47,11,3,57,525,90,27,1,6,47,16,3,0,0,6,23,36,2.52,25,7,1,6,2,0,5,0.35,1,2,0,1,1,0,39,18,19,2,16,34,40.0,24,20,14,47,8,0,770,20,157,365,258,25,770,13,38.2,14,41.2,458,2257,1111,27,19,3,16,19,508,59
281,Moise Kean,it ITA,FW,Juventus,22,2000,11.1,Matches,5,1,0,15,18,8,5,5,6,0,0,0,40,9,11,45.0,6,38,14,36.8,3.44,1.27,0.16,0.43,14.4,0,0,0,6.3,6.3,0.16,-0.3,-0.3,130,187,69.5,1655,337,79,101,78.2,30,42,71.4,5,9,55.6,0,1.1,0.6,-1.1,8,7,6,1,13,176,9,1,1,0,1,0,0,0,0,2,11,31,2.80,21,0,4,0,0,1,2,0.18,2,0,0,0,0,0,8,2,5,1,3,41,42.9,4,4,4,13,2,0,333,3,32,146,165,57,333,14,34.1,23,56.1,220,1487,667,30,15,20,29,29,252,76
282,Jakub Kiwior,pl POL,DF,Spezia,22,2000,16.0,Matches,3,0,0,16,5,0,14,24,17,0,0,0,93,22,12,64.7,0,10,2,20.0,0.62,0.12,0.00,0.00,16.6,1,0,0,0.6,0.6,0.06,-0.6,-0.6,653,775,84.3,13165,4165,209,238,87.8,343,371,92.5,93,147,63.3,0,0.2,0.6,-0.2,4,25,5,0,37,683,89,34,1,3,12,9,6,3,0,3,4,14,0.87,8,3,0,18,0,2,1,0.06,1,0,0,0,0,0,22,15,7,0,6,7,25.0,18,26,8,46,71,1,953,177,594,307,58,15,953,5,71.4,2,28.6,464,2749,1395,13,3,1,8,5,498,6
283,Simon Kjær,dk DEN,DF,Milan,33,1989,11.2,Matches,4,0,0,8,1,0,2,9,8,0,0,0,55,19,14,57.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,591,683,86.5,12451,4463,175,193,90.7,313,331,94.6,99,152,65.1,0,0.0,0.2,0.0,0,47,1,0,45,667,16,15,0,6,1,0,0,0,0,0,1,5,0.45,4,1,0,11,0,0,0,0.00,0,0,0,0,0,0,15,9,6,0,7,0,63.6,4,14,3,24,35,1,761,95,432,322,11,2,761,0,,0,,458,1956,1166,3,2,0,1,0,535,1
284,Teun Koopmeiners,nl NED,MF,Atalanta,24,1998,31.8,Matches,7,0,0,48,27,6,158,19,26,0,0,0,193,38,23,62.3,10,55,23,41.8,1.73,0.72,0.15,0.35,21.9,6,2,4,7.6,4.3,0.08,+2.4,+3.7,1271,1727,73.6,23257,8953,532,612,86.9,530,665,79.7,160,344,46.5,4,6.4,6.9,-2.4,58,154,51,15,186,1558,162,55,5,19,26,77,42,26,0,7,33,132,4.16,85,31,3,5,2,0,17,0.54,10,3,1,3,0,0,46,15,24,7,28,54,50.9,27,41,36,65,36,2,2056,85,476,916,691,63,2052,28,51.9,23,42.6,1136,5759,3052,60,64,11,48,32,1396,106
285,Filip Kostić,rs SRB,"DF,FW",Juventus,29,1992,28.5,Matches,3,0,0,29,12,2,227,16,26,0,0,0,139,13,13,50.0,3,37,11,29.7,1.30,0.39,0.08,0.27,19.6,0,0,0,2.4,2.4,0.06,+0.6,+0.6,830,1212,68.5,14092,4148,413,489,84.5,309,431,71.7,86,195,44.1,8,7.1,4.8,+0.9,66,44,47,31,78,1041,167,15,4,11,106,46,2,41,1,4,56,93,3.26,67,17,3,4,0,0,12,0.42,8,2,0,2,0,0,41,17,20,4,21,52,44.7,26,30,26,57,32,0,1488,41,237,595,674,62,1488,23,44.2,24,46.2,809,4882,2587,101,54,22,50,20,943,230
286,Christian Kouamé,ci CIV,FW,Fiorentina,24,1997,20.7,Matches,5,0,0,32,56,7,49,12,18,1,0,0,91,62,52,54.4,4,42,13,31.0,2.03,0.63,0.10,0.31,13.8,1,0,0,5.3,5.3,0.13,-1.3,-1.3,468,661,70.8,6983,1648,275,348,79.0,134,194,69.1,32,55,58.2,4,3.7,2.8,+0.3,39,29,31,10,54,628,31,2,1,6,21,2,0,0,0,2,15,83,4.01,67,0,4,3,7,0,8,0.39,6,0,1,1,0,0,27,8,10,9,7,66,50.0,7,15,12,39,8,0,942,8,74,324,559,111,942,21,31.8,36,54.5,564,2844,1302,50,32,24,80,42,703,203
287,Viktor Kovalenko,ua UKR,MF,Spezia,26,1996,6.1,Matches,1,0,0,9,12,1,15,4,5,1,0,0,31,6,14,30.0,0,11,1,9.1,1.81,0.16,0.00,0.00,15.4,1,0,0,1.6,1.6,0.15,-1.6,-1.6,189,241,78.4,2975,643,102,113,90.3,72,88,81.8,13,25,52.0,0,0.6,0.5,-0.6,6,7,4,1,22,223,17,4,0,3,3,10,5,4,0,1,8,12,1.97,10,1,0,2,1,0,1,0.16,0,0,0,0,1,0,9,1,6,2,5,5,62.5,3,11,9,13,7,0,309,10,56,150,105,19,309,4,80.0,1,20.0,158,684,254,4,3,2,9,2,191,28
288,Julian Kristoffersen,no NOR,FW,Salernitana,25,1997,0.2,Matches,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,0,2,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,4,0,0,2,2,0,4,0,,0,,1,2,0,0,0,0,1,0,2,2
289,Raimonds Krollis,lv LVA,"FW,DF",Spezia,20,2001,0.4,Matches,0,0,0,2,0,0,0,0,1,0,0,0,1,0,3,0.0,0,2,1,50.0,5.00,2.50,0.00,0.00,18.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,5,7,71.4,57,23,4,5,80.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,1,1,2.57,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,1,0,0,1,0,1,0.0,1,0,0,1,0,0,16,0,2,5,9,2,16,0,0.0,1,100.0,8,54,11,1,0,0,1,1,11,4
290,Rade Krunić,ba BIH,MF,Milan,28,1993,18.4,Matches,8,0,0,16,19,0,3,16,28,0,0,0,134,28,24,53.8,0,14,2,14.3,0.76,0.11,0.00,0.00,14.9,0,0,0,1.1,1.1,0.08,-1.1,-1.1,819,955,85.8,12702,3734,403,460,87.6,337,372,90.6,43,59,72.9,1,1.1,1.0,-0.1,15,61,12,0,73,931,24,16,2,1,4,3,1,1,0,0,19,41,2.23,35,1,0,11,2,1,6,0.33,6,0,0,0,0,0,40,18,18,4,16,26,32.0,34,31,20,56,21,0,1115,43,284,673,171,24,1115,19,73.1,4,15.4,659,3562,1910,31,27,2,10,8,728,21
291,Marash Kumbulla,al ALB,DF,Roma,22,2000,2.9,Matches,1,1,0,3,5,0,0,4,4,0,1,0,15,7,4,63.6,0,1,0,0.0,0.35,0.00,0.00,,13.8,0,0,0,0.0,0.0,0.02,0.0,0.0,157,180,87.2,2847,772,65,67,97.0,80,85,94.1,9,22,40.9,0,0.1,0.0,-0.1,1,3,0,0,8,176,4,4,0,2,0,0,0,0,0,0,1,2,0.69,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,4,2,2,0,2,0,66.7,1,2,1,8,6,0,204,15,102,100,5,2,204,0,,0,,136,615,316,2,1,0,2,0,155,1
292,Khvicha Kvaratskhelia,ge GEO,FW,Napoli,21,2001,28.0,Matches,1,0,0,20,45,6,76,5,23,4,0,0,118,8,13,38.1,12,83,30,36.1,2.97,1.07,0.12,0.33,19.1,3,2,2,8.2,6.6,0.08,+3.8,+3.4,900,1136,79.2,12766,2560,570,623,91.5,225,301,74.8,63,118,53.4,10,7.7,6.6,+2.3,54,41,46,8,91,1083,49,9,14,15,18,22,8,3,0,4,22,136,4.86,90,3,20,0,8,2,24,0.86,10,1,3,6,4,0,43,12,8,23,17,199,39.5,26,20,20,48,6,1,1548,8,110,486,976,175,1546,75,37.7,107,53.8,1054,6935,3699,139,62,84,63,48,1221,291
293,Giorgos Kyriakopoulos,gr GRE,"DF,FW",Bologna,26,1996,7.8,Matches,2,0,0,9,12,0,38,4,6,0,0,0,41,5,11,31.3,0,7,3,42.9,0.89,0.38,0.00,0.00,19.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,318,413,77.0,4904,2157,177,193,91.7,105,128,82.0,26,65,40.0,2,0.8,1.1,+1.2,9,22,11,6,23,352,59,12,0,0,37,10,9,1,0,2,10,20,2.56,13,4,1,2,1,0,3,0.38,2,1,0,0,0,0,13,4,5,4,10,17,43.5,13,14,12,17,10,0,490,20,137,194,163,9,490,11,64.7,4,23.5,293,1735,1021,21,15,1,13,8,331,50
294,Giorgos Kyriakopoulos,gr GRE,"FW,DF",Sassuolo,26,1996,8.5,Matches,3,0,0,9,13,0,39,11,8,1,0,0,37,7,13,35.0,1,13,4,30.8,1.53,0.47,0.08,0.25,15.4,0,0,0,1.1,1.1,0.08,-0.1,-0.1,300,391,76.7,5430,2158,148,165,89.7,103,125,82.4,44,81,54.3,1,1.4,0.9,-0.4,14,23,14,9,32,332,56,7,0,6,39,10,2,5,0,3,9,26,3.05,21,0,2,1,1,1,3,0.35,2,0,0,1,0,0,21,7,9,5,10,31,71.4,4,7,6,32,12,1,505,14,140,187,186,16,505,14,45.2,15,48.4,311,1872,1058,17,15,5,14,18,333,46
295,Sam Lammers,nl NED,FW,Sampdoria,25,1997,12.2,Matches,1,0,0,19,23,1,2,6,5,0,0,0,28,31,40,43.7,1,23,8,34.8,1.88,0.65,0.04,0.13,11.6,0,0,0,2.5,2.5,0.11,-1.5,-1.5,172,254,67.7,2243,537,116,153,75.8,45,69,65.2,4,4,100.0,1,1.2,0.7,-0.2,14,13,8,1,19,244,9,0,1,0,2,0,0,0,0,1,9,28,2.30,23,0,2,3,0,1,1,0.08,1,0,0,0,0,0,12,2,7,3,6,29,40.0,9,10,7,18,11,0,409,15,38,214,163,44,409,16,55.2,12,41.4,260,1113,515,17,11,6,53,18,335,65
296,Sam Lammers,nl NED,FW,Empoli,25,1997,9.8,Matches,0,0,0,6,8,1,4,3,10,0,0,0,27,18,16,52.9,1,28,7,25.0,2.85,0.71,0.04,0.14,15.5,0,0,0,2.3,2.3,0.08,-1.3,-1.3,143,230,62.2,1814,451,94,129,72.9,41,60,68.3,1,5,20.0,1,0.7,0.3,+0.3,10,13,4,0,19,226,3,0,0,0,0,0,0,0,0,1,8,25,2.55,18,1,3,1,2,0,1,0.10,1,0,0,0,0,0,20,5,9,6,7,23,63.6,4,4,3,23,8,0,358,12,35,151,179,49,358,10,43.5,12,52.2,193,1064,354,9,12,6,37,14,268,67
297,Kevin Lasagna,it ITA,"FW,MF",Hellas Verona,29,1992,17.5,Matches,2,0,0,25,22,15,13,5,6,0,0,0,64,20,68,22.7,1,52,11,21.2,2.98,0.63,0.02,0.09,18.2,0,0,0,6.0,6.0,0.12,-5.0,-5.0,157,258,60.9,2338,547,77,112,68.8,54,81,66.7,8,18,44.4,2,1.7,0.4,+0.3,17,9,9,0,19,236,16,1,0,1,3,0,0,0,0,6,17,39,2.23,25,0,5,1,3,2,3,0.17,1,0,1,1,0,0,12,7,3,2,6,38,42.9,8,17,16,17,13,0,482,15,62,182,249,67,482,13,34.2,18,47.4,266,1636,747,36,23,14,53,34,317,105
298,Armand Lauriente,fr FRA,FW,Sassuolo,23,1998,24.2,Matches,10,1,1,22,41,7,110,12,15,1,0,0,106,1,6,14.3,7,55,21,38.2,2.28,0.87,0.11,0.29,20.4,10,1,1,4.7,3.9,0.07,+2.3,+2.1,572,805,71.1,8488,2579,338,400,84.5,170,235,72.3,36,92,39.1,6,6.2,4.3,-0.2,61,39,49,10,90,732,73,21,2,5,7,44,26,8,0,0,29,113,4.68,78,10,15,0,4,3,12,0.50,7,0,2,1,2,0,21,5,7,9,8,140,38.1,13,20,20,33,8,0,1100,7,81,392,654,106,1099,64,45.7,59,42.1,762,6095,3186,127,68,50,56,53,816,263
299,Valentino Lazaro,at AUT,DF,Torino,26,1996,15.3,Matches,4,0,0,14,3,1,86,3,5,0,1,0,86,14,13,51.9,0,7,2,28.6,0.46,0.13,0.00,0.00,14.0,0,0,0,0.4,0.4,0.06,-0.4,-0.4,674,902,74.7,11347,4278,329,374,88.0,260,336,77.4,65,139,46.8,3,2.7,2.5,+0.3,29,48,19,10,74,693,205,22,0,1,142,41,14,17,1,4,20,51,3.34,33,14,2,3,0,0,4,0.26,3,1,0,0,0,0,10,6,0,4,6,35,42.9,8,16,13,13,29,0,1017,38,200,433,394,23,1017,16,45.7,13,37.1,496,2428,1262,44,25,8,16,4,607,84
300,Marko Lazetić,rs SRB,FW,Milan,18,2004,0.1,Matches,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,1,0,0.0,10.00,0.00,0.00,,13.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,1,1,100.0,18,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,0,2,2,1,4,0,,0,,2,5,0,0,0,0,1,2,3,3
301,Darko Lazović,rs SRB,"MF,DF",Hellas Verona,31,1990,24.9,Matches,0,0,0,8,3,9,123,16,13,0,0,0,142,6,16,27.3,4,43,14,32.6,1.73,0.56,0.09,0.29,18.8,4,0,0,3.5,3.5,0.08,+0.5,+0.5,517,836,61.8,8845,3738,248,317,78.2,199,291,68.4,55,152,36.2,5,6.4,5.3,-1.4,45,49,34,15,81,710,117,10,6,1,69,37,15,16,0,9,38,67,2.69,46,11,5,3,0,3,5,0.20,3,2,0,0,0,0,24,9,12,3,13,54,44.8,16,14,11,40,19,0,1052,26,197,411,461,67,1052,19,35.2,30,55.6,542,3366,1943,72,37,21,38,14,620,167
302,Manuel Lazzari,it ITA,DF,Lazio,28,1993,20.9,Matches,8,0,0,15,39,0,36,18,21,0,0,1,90,9,14,39.1,0,6,2,33.3,0.29,0.10,0.00,0.00,17.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3,1033,1183,87.3,14314,5026,622,666,93.4,327,376,87.0,38,55,69.1,0,0.7,0.9,-0.7,10,49,13,7,64,987,194,17,0,2,177,0,0,0,0,2,25,29,1.39,24,1,1,6,2,1,4,0.19,4,0,0,0,0,0,33,13,14,6,21,42,58.3,15,20,14,51,36,1,1380,52,433,657,310,27,1380,19,45.2,18,42.9,789,5925,3933,98,62,15,25,3,921,74
303,Rafael Leão,pt POR,"FW,MF",Milan,23,1999,26.9,Matches,7,1,1,20,30,10,71,15,7,1,0,0,84,29,29,50.0,15,92,29,31.5,3.42,1.08,0.16,0.52,17.9,0,0,0,10.8,10.8,0.12,+4.2,+4.2,595,845,70.4,10191,3212,282,365,77.3,226,302,74.8,65,107,60.7,8,7.0,6.2,+1.0,49,64,59,14,122,802,39,3,5,17,28,7,0,0,0,4,29,123,4.57,80,3,24,2,8,0,18,0.67,12,1,4,0,1,0,8,2,3,3,6,171,42.9,8,9,7,23,8,0,1195,10,66,487,672,144,1195,77,45.0,76,44.4,804,7464,3808,136,113,64,69,38,924,235
304,Mehdi Léris,dz ALG,"MF,DF",Sampdoria,24,1998,27.3,Matches,13,0,0,52,47,10,57,27,46,0,0,0,149,96,66,59.3,1,30,12,40.0,1.10,0.44,0.03,0.08,12.8,0,0,0,3.4,3.4,0.11,-2.4,-2.4,618,932,66.3,8836,2937,373,446,83.6,177,290,61.0,37,89,41.6,1,1.8,1.7,-0.8,20,48,19,5,62,879,47,5,4,6,41,0,0,0,0,6,41,50,1.83,40,0,1,6,3,2,4,0.15,1,0,0,3,0,0,63,30,24,9,23,69,41.8,32,38,32,90,34,0,1296,51,263,592,464,78,1296,29,42.0,31,44.9,742,3782,1647,56,31,13,80,48,874,165
305,Karol Linetty,pl POL,MF,Torino,27,1995,21.0,Matches,8,0,0,50,22,4,21,19,17,0,1,0,129,24,26,48.0,1,16,4,25.0,0.76,0.19,0.06,0.25,20.9,0,0,0,1.0,1.0,0.06,0.0,0.0,832,966,86.1,13835,3130,391,439,89.1,366,395,92.7,55,84,65.5,0,0.9,0.8,-0.9,20,77,5,1,73,913,49,32,3,10,1,16,5,8,0,4,10,41,1.96,32,4,1,8,2,1,1,0.05,1,0,0,0,0,0,32,7,22,3,13,22,52.0,12,28,20,51,25,0,1175,37,213,708,260,21,1175,7,31.8,13,59.1,625,3132,1657,27,24,3,27,11,767,32
306,Marcin Listkowski,pl POL,"MF,FW",Lecce,24,1998,0.9,Matches,0,0,0,2,1,0,3,3,0,0,0,0,5,1,0,100.0,0,1,0,0.0,1.17,0.00,0.00,,13.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,16,24,66.7,204,71,14,16,87.5,0,3,0.0,1,4,25.0,0,0.0,0.0,0.0,0,0,0,0,1,23,1,0,0,0,1,0,0,0,0,0,0,1,1.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,2,0,34,2,10,11,13,1,34,0,,0,,16,154,81,6,1,0,1,1,20,4
307,Diego Llorente,es ESP,DF,Roma,28,1993,6.4,Matches,0,0,0,9,3,0,0,11,5,0,0,0,30,12,5,70.6,0,4,1,25.0,0.63,0.16,0.00,0.00,11.4,0,0,0,0.4,0.4,0.10,-0.4,-0.4,264,300,88.0,4937,1576,100,109,91.7,141,152,92.8,22,32,68.8,0,0.1,0.1,-0.1,1,15,0,0,12,294,4,4,0,2,0,0,0,0,0,2,2,4,0.63,4,0,0,2,0,0,0,0.00,0,0,0,0,0,0,10,6,4,0,5,2,41.7,7,4,2,21,20,0,355,49,205,135,16,8,355,1,50.0,1,50.0,220,1045,549,2,0,0,2,1,238,3
308,Stanislav Lobotka,sk SVK,MF,Napoli,27,1994,34.5,Matches,2,0,0,25,55,0,2,23,44,1,0,0,254,12,17,41.4,1,11,4,36.4,0.32,0.12,0.09,0.25,22.3,0,0,0,0.6,0.6,0.06,+0.4,+0.4,2163,2301,94.0,35855,8577,1040,1095,95.0,890,933,95.4,172,191,90.1,1,1.0,1.3,0.0,17,214,14,0,172,2252,47,33,0,14,2,0,0,0,0,2,10,70,2.03,58,1,1,7,5,3,8,0.23,6,1,0,1,0,0,83,35,35,13,43,27,58.9,30,29,22,106,16,0,2537,66,523,1654,379,14,2537,18,66.7,5,18.5,1628,7758,3138,51,68,9,25,16,1950,39
309,Manuel Locatelli,it ITA,MF,Juventus,24,1998,27.2,Matches,8,0,0,44,31,0,13,27,33,0,0,0,168,34,30,53.1,0,29,12,41.4,1.07,0.44,0.00,0.00,23.9,0,0,0,1.5,1.5,0.05,-1.5,-1.5,1114,1362,81.8,20892,7015,478,547,87.4,462,526,87.8,153,225,68.0,2,1.8,1.3,+0.2,22,144,13,1,134,1294,64,52,1,20,6,4,0,3,0,4,28,56,2.06,46,3,2,22,1,1,7,0.26,5,0,1,0,1,0,59,26,23,10,30,27,56.6,23,50,28,86,59,0,1671,100,466,939,283,20,1671,15,55.6,11,40.7,804,3203,1475,25,18,4,29,19,1083,37
310,Luka Lochoshvili,ge GEO,DF,Cremonese,24,1998,20.4,Matches,4,0,0,27,9,1,6,22,19,0,1,0,88,38,32,54.3,1,8,2,25.0,0.39,0.10,0.13,0.50,16.3,0,0,0,0.6,0.6,0.08,+0.4,+0.4,627,791,79.3,11677,4375,236,259,91.1,343,386,88.9,46,125,36.8,2,1.1,0.2,+0.9,5,43,3,1,70,756,33,27,0,2,5,0,0,0,0,2,7,14,0.68,10,0,1,10,0,1,2,0.10,1,0,0,1,0,0,45,30,11,4,22,9,71.0,9,31,21,67,89,0,1019,133,561,414,54,9,1019,6,66.7,3,33.3,544,2851,1642,17,14,0,11,5,589,5
311,Ademola Lookman,ng NGA,"FW,MF",Atalanta,24,1997,19.2,Matches,3,0,0,24,36,11,38,4,5,1,0,0,86,3,13,18.8,13,49,23,46.9,2.55,1.20,0.20,0.43,15.8,1,3,3,9.1,6.7,0.14,+3.9,+3.3,492,649,75.8,6802,2025,284,333,85.3,144,189,76.2,25,44,56.8,6,6.6,4.9,-0.6,39,30,33,4,79,601,46,7,6,3,11,16,2,7,0,2,25,87,4.53,60,6,10,0,5,1,12,0.62,8,0,1,2,1,0,13,2,6,5,3,80,20.0,12,18,18,17,1,0,867,2,58,350,470,111,864,34,42.5,37,46.3,572,3472,1744,73,28,33,47,46,675,185
312,Maxime Lopez,fr FRA,MF,Sassuolo,24,1997,25.5,Matches,11,0,0,31,11,0,25,22,18,0,0,0,172,4,3,57.1,0,16,5,31.3,0.63,0.20,0.00,0.00,22.7,0,0,0,1.0,1.0,0.06,-1.0,-1.0,1471,1673,87.9,25307,8848,676,738,91.6,611,675,90.5,144,190,75.8,0,2.1,2.3,-2.1,32,179,19,3,210,1606,60,44,3,9,3,12,2,6,0,7,14,73,2.87,64,6,1,6,0,0,4,0.16,3,0,0,1,0,0,42,26,12,4,16,27,28.6,40,24,18,64,21,0,1855,60,456,1070,345,14,1855,11,40.7,15,55.6,1214,6585,3157,54,58,2,17,12,1407,40
313,Matteo Lovato,it ITA,DF,Salernitana,22,2000,9.0,Matches,2,0,0,6,4,0,0,13,14,0,0,0,40,15,16,48.4,0,1,0,0.0,0.11,0.00,0.00,,22.0,0,0,0,0.0,0.0,0.02,0.0,0.0,274,325,84.3,5071,1760,99,112,88.4,136,155,87.7,30,44,68.2,0,0.0,0.0,0.0,0,8,0,0,8,307,17,17,1,3,0,0,0,0,0,1,2,0,0.00,0,0,0,5,0,0,0,0.00,0,0,0,0,0,0,17,14,3,0,10,0,40.0,15,8,3,30,33,2,411,58,233,172,9,0,411,0,,0,,210,794,386,1,1,1,5,3,227,1
314,Sandi Lovrić,si SVN,MF,Udinese,24,1998,25.9,Matches,4,0,0,31,33,1,75,26,18,0,0,0,145,7,16,30.4,5,71,18,25.4,2.74,0.69,0.07,0.28,22.3,4,0,0,4.8,4.8,0.07,+0.2,+0.2,767,963,79.6,12855,3831,378,432,87.5,266,320,83.1,83,142,58.5,6,3.2,3.0,+2.8,47,86,24,10,105,884,74,33,4,12,5,36,6,15,0,5,15,87,3.35,53,18,4,2,2,1,9,0.35,6,1,1,1,0,0,40,16,16,8,25,38,58.1,18,25,23,66,21,0,1272,35,210,646,438,55,1272,14,36.8,20,52.6,734,3806,1793,42,34,10,51,22,818,90
