Rk,Player,Nation,Pos,Squad,Age,Born,90s,Matches,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Live,Dead,FK_dup,TB,Sw,TI,CK,In,Out,Str,Off_dup,Blocks,SCA,SCA90,PassLive,PassDead,TO,Sh_dup,Fld_dup,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att_dup,Tkl%,Lost_dup,Blocks_dup,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd_dup,Mid 3rd_dup,Att 3rd_dup,Att Pen,Live_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_dup,PrgDist_dup,PrgC,1/3_dup,CPA,Mis,Dis,Rec,PrgR
122,Francis Coquelin,fr FRA,MF,Villarreal,31,1991,8.3,Matches,2,0,0,11,7,0,5,9,13,0,0,0,36,6,4,60.0,1,7,1,14.3,0.84,0.12,0.14,1.00,15.5,0,0,0,1.0,1.0,0.14,0.0,0.0,265,311,85.2,3778,803,152,167,91.0,80,88,90.9,14,20,70.0,0,1.0,1.2,-1.0,6,19,3,1,29,300,7,7,1,3,0,0,0,0,0,4,5,9,1.09,8,0,0,2,0,1,0,0.00,0,0,0,0,0,0,18,7,9,2,7,6,100.0,0,8,6,27,7,0,391,17,63,224,107,18,391,2,33.3,2,33.3,200,885,399,11,11,1,18,14,286,27
123,Jesús Corona,mx MEX,FW,Sevilla,29,1993,1.2,Matches,0,0,0,2,5,1,3,1,0,0,0,0,5,0,2,0.0,1,1,1,100.0,0.81,0.81,1.00,1.00,11.8,0,0,0,0.5,0.5,0.46,+0.5,+0.5,33,42,78.6,446,40,22,22,100.0,8,13,61.5,2,4,50.0,0,0.2,0.2,-0.2,3,1,2,0,3,40,2,1,0,1,1,0,0,0,0,0,2,5,4.02,4,0,1,0,0,0,1,0.80,0,0,1,0,0,0,1,1,0,0,0,7,0.0,1,0,0,2,1,0,58,1,10,22,27,7,58,3,42.9,4,57.1,44,219,109,3,3,1,5,2,47,9
124,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,27,1995,16.2,Matches,3,1,0,19,20,14,22,10,6,0,0,0,63,5,16,23.8,9,43,18,41.9,2.66,1.11,0.21,0.50,15.3,0,0,0,7.1,7.1,0.17,+1.9,+1.9,406,520,78.1,5237,1201,270,310,87.1,93,118,78.8,16,37,43.2,1,3.5,3.6,-2.5,23,27,19,3,58,493,23,2,2,5,2,9,1,5,0,4,16,61,3.78,45,3,5,0,1,1,11,0.68,5,0,2,3,0,1,12,6,3,3,5,59,31.3,11,17,17,22,6,1,738,11,84,283,379,119,738,23,39.0,33,55.9,472,2244,971,44,20,24,58,31,568,142
125,Thierry Correia,pt POR,DF,Valencia,23,1999,22.3,Matches,5,0,0,39,44,1,87,24,52,2,0,0,149,24,20,54.5,0,6,0,0.0,0.27,0.00,0.00,,19.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,1047,1363,76.8,17275,6276,569,640,88.9,362,466,77.7,98,194,50.5,0,1.1,2.1,-1.1,14,101,26,14,104,1136,224,28,1,7,196,0,0,0,0,3,34,43,1.93,29,2,1,2,10,1,2,0.09,2,0,0,0,0,0,71,46,22,3,31,34,57.4,23,25,23,95,54,2,1615,77,491,687,456,23,1615,13,38.2,15,44.1,862,4437,2539,60,46,9,36,11,954,122
126,Jaume Costa,es ESP,DF,Mallorca,34,1988,28.9,Matches,10,0,0,44,32,7,75,22,34,0,0,0,122,30,26,53.6,0,11,6,54.5,0.38,0.21,0.00,0.00,15.7,0,0,0,1.0,1.0,0.09,-1.0,-1.0,854,1165,73.3,14099,5450,440,505,87.1,336,449,74.8,66,139,47.5,1,2.5,2.7,-1.5,31,55,31,17,74,946,210,12,0,9,198,0,0,0,0,9,31,58,2.01,44,5,1,5,5,2,4,0.14,3,1,0,0,0,0,50,26,17,7,29,25,56.9,22,13,8,72,44,1,1364,62,360,603,415,37,1364,10,40.0,12,48.0,689,3495,1980,60,38,10,23,8,810,123
127,Samu Costa,pt POR,MF,Almería,21,2000,22.1,Matches,5,0,0,51,44,4,8,37,31,0,0,0,143,48,24,66.7,1,20,7,35.0,0.90,0.32,0.05,0.14,20.0,2,0,0,1.7,1.7,0.08,-0.7,-0.7,864,1097,78.8,15886,5134,383,439,87.2,368,428,86.0,102,169,60.4,2,1.0,1.0,+1.0,13,68,11,0,91,1048,41,37,4,12,4,0,0,0,0,8,28,47,2.13,37,1,1,7,3,3,3,0.14,3,0,0,0,0,0,61,35,20,6,29,22,47.5,32,29,22,98,64,4,1395,96,478,774,153,16,1395,9,40.9,12,54.5,717,2783,1113,9,8,1,31,13,856,24
128,Thibaut Courtois,be BEL,GK,Real Madrid,30,1992,31.0,Matches,0,0,0,0,3,0,0,3,0,0,0,0,59,9,0,100.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,980,1136,86.3,23008,14737,219,220,99.5,560,567,98.8,196,341,57.5,0,0.4,0.0,-0.4,2,6,1,0,0,942,192,40,0,3,0,0,0,0,0,2,1,5,0.16,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,0,1,2,100.0,0,0,0,4,7,1,1209,1020,1205,5,0,0,1209,2,100.0,0,0.0,824,4223,2619,0,0,0,2,0,704,0
129,Yan Couto,br BRA,"DF,MF",Girona,20,2002,12.9,Matches,3,0,0,12,15,2,63,5,18,0,0,0,78,1,7,12.5,1,8,1,12.5,0.62,0.08,0.13,1.00,20.2,0,0,0,0.5,0.5,0.07,+0.5,+0.5,444,598,74.2,7221,2170,229,262,87.4,158,212,74.5,39,73,53.4,2,2.5,2.1,-0.5,19,33,20,11,55,525,72,5,0,5,66,1,1,0,0,1,17,45,3.50,35,2,4,2,2,1,4,0.31,3,1,0,0,0,0,25,11,11,3,12,60,60.0,8,7,5,30,10,0,734,20,184,295,266,20,734,28,46.7,27,45.0,447,3355,1826,56,31,12,26,13,482,89
130,Juan Cruz Armada,es ESP,DF,Osasuna,30,1992,22.9,Matches,7,0,0,17,9,1,35,13,14,0,0,0,94,18,22,45.0,0,2,0,0.0,0.09,0.00,0.00,,16.0,0,0,0,0.2,0.2,0.12,-0.2,-0.2,746,985,75.7,12722,5613,350,395,88.6,319,406,78.6,64,137,46.7,0,1.0,1.0,-1.0,15,66,17,10,68,791,188,16,0,1,168,0,0,0,0,6,21,39,1.70,31,6,0,8,0,1,3,0.13,2,1,0,0,0,0,24,17,4,3,13,15,56.5,10,21,13,37,58,0,1163,103,404,562,206,4,1163,6,40.0,5,33.3,543,2683,1400,15,15,1,17,4,620,55
131,Juan Cruz,es ESP,FW,Betis,22,2000,2.0,Matches,1,0,0,4,2,1,6,0,0,0,0,0,8,1,2,33.3,1,5,2,40.0,2.53,1.01,0.20,0.50,16.4,0,0,0,0.5,0.5,0.09,+0.5,+0.5,25,39,64.1,282,72,17,19,89.5,5,11,45.5,0,4,0.0,0,0.1,0.1,-0.1,2,0,0,0,1,38,1,1,0,0,0,0,0,0,0,0,2,3,1.52,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,1,7,33.3,2,1,1,1,0,0,63,0,6,19,39,8,63,3,42.9,3,42.9,38,308,194,7,4,3,4,2,39,15
132,Jorge Cuenca,es ESP,DF,Villarreal,22,1999,5.6,Matches,1,0,0,4,1,0,1,6,7,0,1,0,28,15,7,68.2,0,4,0,0.0,0.71,0.00,0.00,,10.9,0,0,0,0.4,0.4,0.11,-0.4,-0.4,334,384,87.0,6357,2355,111,119,93.3,191,204,93.6,28,51,54.9,0,0.1,0.2,-0.1,1,21,2,0,26,366,17,9,1,7,2,0,0,0,0,1,3,5,0.89,4,0,0,8,0,0,0,0.00,0,0,0,0,0,0,9,7,2,0,4,0,57.1,3,10,2,15,44,0,461,65,232,219,10,5,461,0,,0,,280,1455,1030,7,1,0,2,0,308,1
133,Braian Cufré,ar ARG,DF,Mallorca,25,1996,2.4,Matches,0,0,0,5,3,2,1,2,2,0,0,0,13,0,1,0.0,0,3,0,0.0,1.23,0.00,0.00,,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,76,92,82.6,1256,437,40,43,93.0,25,29,86.2,7,12,58.3,0,0.0,0.1,0.0,1,4,1,0,7,67,24,1,0,1,23,0,0,0,0,1,2,3,1.23,2,0,0,1,1,0,0,0.00,0,0,0,0,0,0,5,2,1,2,2,3,40.0,3,2,1,7,1,0,110,5,28,54,28,2,110,2,66.7,0,0.0,57,238,142,3,2,0,2,1,59,9
134,Matheus Cunha,br BRA,"FW,MF",Atlético Madrid,23,1999,4.2,Matches,2,0,0,7,6,1,3,2,1,0,0,0,16,3,14,17.6,0,12,8,66.7,2.86,1.91,0.00,0.00,16.1,0,0,0,1.4,1.4,0.12,-1.4,-1.4,64,85,75.3,790,203,48,55,87.3,9,13,69.2,3,4,75.0,2,0.8,0.4,+1.2,6,6,2,0,7,77,6,0,1,1,1,0,0,0,0,2,3,10,2.38,8,0,0,1,0,0,2,0.48,2,0,0,0,0,0,4,1,3,0,0,7,0.0,3,4,3,6,3,0,131,4,17,61,58,22,131,6,85.7,1,14.3,74,473,221,6,7,4,9,5,89,19
135,Curro,es ESP,MF,Almería,26,1996,0.5,Matches,1,0,0,1,0,0,1,0,0,0,0,0,3,0,2,0.0,0,1,1,100.0,2.09,2.09,0.00,0.00,15.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1,21,28,75.0,310,133,10,12,83.3,4,6,66.7,3,4,75.0,0,0.2,0.2,-0.2,2,1,1,0,1,24,3,1,0,0,0,2,0,1,0,1,1,2,4.19,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,0,1,0,50.0,1,0,0,2,0,0,34,0,3,18,13,1,34,0,,0,,15,63,36,1,3,0,1,0,22,1
136,Arnaut Danjuma,nl NED,FW,Villarreal,25,1997,5.3,Matches,0,0,0,2,7,3,6,0,3,0,0,0,10,0,3,0.0,2,11,4,36.4,2.07,0.75,0.09,0.25,16.7,0,1,1,2.7,1.9,0.17,-0.7,-0.9,70,95,73.7,999,169,44,61,72.1,20,26,76.9,2,3,66.7,0,0.4,0.3,-0.4,5,3,3,2,2,83,12,1,0,0,2,2,0,0,0,0,1,13,2.44,7,0,1,0,3,1,0,0.00,0,0,0,0,0,0,3,1,0,2,1,8,50.0,1,0,0,3,1,1,135,2,11,39,86,23,134,3,37.5,4,50.0,88,490,260,12,3,8,11,6,103,35
137,Sergi Darder,es ESP,MF,Espanyol,28,1993,36.9,Matches,4,0,0,31,78,2,181,24,38,0,0,0,205,12,13,48.0,6,39,13,33.3,1.06,0.35,0.15,0.46,22.6,0,0,0,3.5,3.5,0.09,+2.5,+2.5,1181,1628,72.5,22446,8537,488,563,86.7,509,619,82.2,163,362,45.0,3,7.5,6.3,-4.5,73,158,52,16,233,1381,237,109,14,19,11,93,39,37,3,10,40,150,4.07,98,35,8,2,4,1,11,0.30,9,1,0,1,0,0,69,12,43,14,29,135,39.7,44,34,32,93,23,0,1980,43,276,1145,605,39,1980,68,50.4,54,40.0,1214,8752,4719,111,95,9,43,26,1273,75
138,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,28,1994,21.4,Matches,5,0,0,33,49,0,47,8,21,0,0,0,127,6,8,42.9,2,21,5,23.8,0.98,0.23,0.10,0.40,24.5,1,0,0,1.6,1.6,0.07,+0.4,+0.4,1160,1421,81.6,19936,6409,593,655,90.5,383,455,84.2,144,223,64.6,7,5.5,3.8,+1.5,48,145,47,7,182,1335,74,47,17,32,15,8,2,4,0,12,27,88,4.12,77,7,1,3,3,0,11,0.52,10,0,0,0,1,0,35,11,18,6,18,32,51.4,17,20,17,43,7,0,1598,14,261,923,425,18,1598,16,50.0,11,34.4,1026,5240,2897,55,41,3,32,15,1280,68
139,Alberto Del Moral,es ESP,MF,Villarreal,22,2000,0.1,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,0,1,0,,0,,1,2,1,0,0,0,0,0,1,0
140,Thomas Delaney,dk DEN,MF,Sevilla,30,1991,3.4,Matches,3,0,0,4,5,1,4,4,2,0,0,0,8,9,2,81.8,0,3,1,33.3,0.87,0.29,0.00,0.00,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,140,164,85.4,2173,461,71,76,93.4,54,64,84.4,8,14,57.1,0,0.1,0.6,-0.1,2,6,3,1,7,159,4,3,0,1,1,0,0,0,0,1,1,4,1.17,3,0,0,2,1,0,0,0.00,0,0,0,0,0,0,4,0,4,0,3,0,60.0,2,3,1,8,3,0,188,8,52,108,28,7,188,0,,0,,113,361,110,1,0,1,4,3,138,3
141,Fran Delgado,es ESP,DF,Betis,21,2001,0.1,Matches,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,7,8,87.5,110,13,4,4,100.0,3,3,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,0,1,3,4,1,8,0,,0,,3,9,5,0,1,0,0,0,7,3
142,Ousmane Dembélé,fr FRA,FW,Barcelona,25,1997,15.7,Matches,4,0,0,16,19,5,106,0,12,0,0,0,60,4,12,25.0,5,49,16,32.7,3.13,1.02,0.10,0.31,16.7,0,0,0,3.9,3.9,0.08,+1.1,+1.1,642,854,75.2,10068,2037,376,427,88.1,195,256,76.2,54,106,50.9,7,4.9,5.0,+2.1,41,21,37,5,74,768,80,7,13,4,8,65,17,19,1,6,38,86,5.48,52,13,15,1,3,0,12,0.76,9,0,2,1,0,0,19,4,8,7,4,114,26.7,11,10,9,19,2,0,1041,2,30,311,719,103,1041,52,45.6,50,43.9,755,6024,3328,124,75,56,27,18,841,209
143,Mouctar Diakhaby,gn GUI,DF,Valencia,25,1996,27.2,Matches,7,1,1,23,13,4,1,20,16,0,0,0,149,48,40,54.5,3,21,7,33.3,0.77,0.26,0.14,0.43,10.9,0,0,0,2.7,2.7,0.13,+0.3,+0.3,971,1185,81.9,20225,7159,264,304,86.8,569,643,88.5,131,221,59.3,0,0.3,0.4,-0.3,5,76,0,0,86,1141,42,37,0,12,1,0,0,0,0,2,6,15,0.55,13,0,0,17,0,0,1,0.04,1,0,0,0,0,0,30,19,11,0,13,10,65.0,7,30,13,50,111,2,1452,188,711,659,90,52,1452,5,50.0,4,40.0,823,4136,2149,19,14,1,14,3,868,11
144,Mamady Diarra,ml MLI,"MF,DF",Cádiz,22,2000,0.7,Matches,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,,0,3,0,0.0,4.09,0.00,0.00,,16.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,8,9,88.9,103,26,4,5,80.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,1.36,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,0,0,1,3,50.0,1,2,2,2,0,0,21,0,6,9,6,3,21,1,33.3,2,66.7,14,84,55,3,0,1,1,1,9,0
145,Youba Diarra,ml MLI,MF,Cádiz,24,1998,1.1,Matches,2,0,0,3,0,0,0,2,0,0,0,0,12,0,2,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,40,49,81.6,782,184,15,16,93.8,18,20,90.0,7,11,63.6,0,0.5,0.2,-0.5,2,3,1,0,3,49,0,0,1,0,0,0,0,0,0,0,1,3,2.76,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,3,2,1,0,1,0,20.0,4,7,6,5,3,0,66,10,27,41,1,0,66,0,,0,,33,126,72,1,0,0,2,4,33,1
146,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,28,1993,36.9,Matches,4,0,0,0,3,0,0,1,0,0,0,0,40,9,1,90.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,690,1124,61.4,20209,14772,118,118,100.0,331,336,98.5,240,658,36.5,0,0.0,0.0,0.0,1,21,0,0,0,717,398,99,0,4,0,0,0,0,0,9,1,4,0.11,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,0,1,0,50.0,1,2,2,2,17,3,1194,993,1185,9,0,0,1194,0,,0,,619,3767,2427,0,0,0,0,0,426,1
147,Djené,tg TOG,DF,Getafe,30,1991,31.6,Matches,10,1,0,49,38,1,23,42,28,0,2,0,204,53,30,63.9,0,9,1,11.1,0.29,0.03,0.00,0.00,15.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6,884,1154,76.6,16135,6389,361,404,89.4,411,484,84.9,96,206,46.6,1,0.7,1.4,+0.3,7,72,13,10,77,1094,52,31,1,4,21,0,0,0,0,8,21,31,0.98,23,2,2,10,3,0,7,0.22,7,0,0,0,0,0,41,23,17,1,22,28,57.9,16,25,15,83,81,1,1418,117,599,716,120,11,1418,18,64.3,3,10.7,754,3584,1725,11,17,0,22,15,745,20
148,Marko Dmitrović,rs SRB,GK,Sevilla,30,1992,14.1,Matches,1,0,0,0,1,0,0,0,0,0,0,0,23,4,0,100.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,271,508,53.3,9990,8313,33,33,100.0,111,112,99.1,127,356,35.7,0,0.0,0.1,0.0,0,22,1,0,0,330,173,42,0,1,0,0,0,0,0,5,2,4,0.28,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,0,540,455,539,1,0,0,540,0,,0,,268,1454,792,0,1,0,1,0,209,0
149,Matt Doherty,ie IRL,DF,Atlético Madrid,30,1992,0.2,Matches,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,6,9,66.7,81,3,4,5,80.0,1,1,100.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0,7,2,1,0,0,1,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,2,0,0,0,11,0,6,3,2,0,11,0,,0,,6,15,5,0,0,0,0,0,6,1
150,Kasper Dolberg,dk DEN,FW,Sevilla,24,1997,2.2,Matches,0,0,0,2,4,0,0,0,0,0,0,0,3,3,4,42.9,0,2,1,50.0,0.91,0.46,0.00,0.00,17.3,0,0,0,0.0,0.0,0.02,0.0,0.0,19,28,67.9,257,27,13,18,72.2,3,5,60.0,2,3,66.7,1,0.4,0.0,+0.6,1,1,0,0,2,24,3,0,0,0,0,0,0,0,0,1,0,1,0.45,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,1,0,1,0,1,3,33.3,2,0,0,1,5,0,46,5,7,23,17,5,46,1,33.3,0,0.0,28,202,75,2,2,0,3,2,31,9
151,Carlos Dominguez,es ESP,DF,Celta Vigo,21,2001,1.2,Matches,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,100.0,0,1,1,100.0,0.83,0.83,0.00,0.00,21.5,0,0,0,0.0,0.0,0.03,0.0,0.0,28,34,82.4,465,222,14,16,87.5,12,12,100.0,2,5,40.0,0,0.0,0.0,0.0,0,1,0,0,2,34,0,0,0,0,0,0,0,0,0,0,1,0,0.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,1,1,50.0,1,1,0,1,7,0,46,11,32,15,1,0,46,1,100.0,0,0.0,20,91,30,0,0,0,0,1,18,0
152,John Donald,es ESP,"MF,DF",Elche,21,2000,12.1,Matches,3,1,0,23,8,0,0,14,11,0,0,0,52,28,17,62.2,0,2,0,0.0,0.16,0.00,0.00,,11.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,356,427,83.4,5839,1808,168,192,87.5,155,179,86.6,22,30,73.3,0,0.1,0.1,-0.1,2,23,0,0,23,419,5,4,0,2,1,0,0,0,0,3,7,6,0.49,6,0,0,7,0,0,1,0.08,1,0,0,0,0,0,20,9,9,2,7,7,50.0,7,14,7,34,23,1,542,49,236,273,33,7,542,5,71.4,2,28.6,313,1467,609,3,2,0,14,3,318,2
153,Domingos Duarte,pt POR,DF,Getafe,27,1995,29.5,Matches,11,1,1,32,21,2,0,39,18,0,2,1,126,47,30,61.0,0,16,4,25.0,0.54,0.14,0.00,0.00,11.0,0,0,0,1.3,1.3,0.08,-1.3,-1.3,742,963,77.1,15659,6506,238,281,84.7,369,442,83.5,130,225,57.8,2,0.8,0.1,+1.2,4,52,1,0,63,927,34,31,0,10,3,0,0,0,0,2,4,15,0.51,13,0,0,23,0,0,3,0.10,2,0,0,1,0,0,26,21,5,0,19,6,73.1,7,29,6,65,145,0,1246,178,677,538,35,22,1246,5,83.3,1,16.7,583,2704,1231,6,2,0,6,3,621,0
154,Pablo Durán,es ESP,"MF,DF",Celta Vigo,21,2001,0.4,Matches,0,0,0,1,0,1,1,1,0,0,0,0,3,1,1,50.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,14,21,66.7,201,13,10,14,71.4,3,4,75.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,3,,0,2,1,1,2,0,29,3,8,10,11,0,29,1,33.3,2,66.7,14,54,5,0,0,0,0,0,16,3
155,Hugo Duro,es ESP,FW,Valencia,22,1999,15.4,Matches,5,0,0,20,35,3,2,2,12,0,0,0,37,32,61,34.4,1,32,9,28.1,2.08,0.58,0.03,0.11,11.9,0,0,1,4.4,3.6,0.11,-3.4,-2.6,203,277,73.3,2602,327,134,169,79.3,47,63,74.6,6,12,50.0,1,1.1,0.5,-0.1,11,13,1,0,19,248,27,2,0,3,1,0,0,0,0,2,9,22,1.43,17,0,2,1,3,0,2,0.13,1,0,0,0,1,0,15,2,6,7,7,13,41.2,10,11,10,17,7,1,431,11,29,187,217,73,430,2,15.4,8,61.5,229,704,357,9,6,6,31,19,319,67
156,Íñigo Eguaras,es ESP,MF,Almería,30,1992,10.7,Matches,6,0,0,7,8,0,3,6,8,0,0,0,67,3,5,37.5,1,8,3,37.5,0.74,0.28,0.13,0.33,21.2,0,0,0,1.0,1.0,0.13,0.0,0.0,458,543,84.3,7955,2756,223,247,90.3,172,193,89.1,51,73,69.9,1,0.6,1.2,+0.4,11,50,9,2,61,524,15,11,5,5,1,2,0,0,0,4,7,25,2.33,22,0,0,3,1,1,2,0.19,2,0,0,0,0,0,11,4,6,1,5,5,27.8,13,9,6,17,15,0,614,26,174,369,75,3,614,4,80.0,1,20.0,354,1476,706,8,8,0,7,4,433,7
157,Aritz Elustondo,es ESP,DF,Real Sociedad,28,1994,16.1,Matches,5,1,0,21,9,1,9,20,17,0,0,0,58,18,23,43.9,0,8,0,0.0,0.50,0.00,0.00,,21.5,0,0,0,0.7,0.7,0.09,-0.7,-0.7,653,809,80.7,10994,4008,302,337,89.6,296,359,82.5,42,81,51.9,1,1.1,0.4,-0.1,4,39,7,2,52,680,125,14,0,1,111,0,0,0,0,4,9,9,0.56,5,2,0,6,0,0,2,0.12,0,1,0,1,0,0,26,15,10,1,14,8,53.8,12,15,9,46,43,1,952,68,360,488,107,14,952,5,62.5,3,37.5,470,2264,1160,21,12,1,13,7,547,19
158,Rodrigo Ely,br BRA,DF,Almería,28,1993,35.1,Matches,10,1,1,25,14,2,3,31,21,0,0,1,142,79,38,67.5,0,19,1,5.3,0.54,0.03,0.00,0.00,14.7,1,0,0,1.0,1.0,0.05,-1.0,-1.0,1197,1475,81.2,26201,10151,292,339,86.1,705,777,90.7,192,336,57.1,1,0.8,0.6,+0.2,6,54,3,0,52,1393,78,75,2,16,2,0,0,0,0,4,6,21,0.60,14,1,1,33,0,0,2,0.06,2,0,0,0,0,0,30,26,4,0,18,7,72.0,7,46,13,61,203,1,1857,376,1164,646,54,30,1857,5,71.4,1,14.3,964,3809,1958,6,8,1,16,2,1084,4
159,Adri Embarba,es ESP,"FW,MF",Almería,30,1992,16.4,Matches,5,1,1,22,30,10,127,9,27,0,0,0,100,8,30,21.1,4,47,19,40.4,2.87,1.16,0.06,0.16,23.9,13,1,1,3.8,3.1,0.06,+0.2,-0.1,356,557,63.9,6340,1897,162,200,81.0,122,178,68.5,48,110,43.6,3,3.4,2.6,-0.4,32,22,12,6,47,474,80,15,0,7,7,58,29,17,1,3,24,62,3.79,29,19,7,0,4,1,9,0.55,3,2,1,2,1,0,50,21,26,3,22,116,47.8,24,23,23,59,9,0,865,14,125,324,435,42,864,47,40.5,56,48.3,508,3885,1831,62,47,14,49,31,517,115
160,Adri Embarba,es ESP,FW,Espanyol,30,1992,0.4,Matches,0,0,0,1,1,0,2,0,0,0,0,0,2,0,1,0.0,0,2,0,0.0,5.14,0.00,0.00,,29.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,4,6,66.7,80,37,2,3,66.7,1,2,50.0,1,1,100.0,0,0.0,0.1,0.0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,2,5.14,0,0,2,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,1,5,100.0,0,1,1,1,0,0,15,2,2,8,6,1,15,3,60.0,1,20.0,7,49,36,1,1,0,2,0,6,2
161,Youssef En-Nesyri,ma MAR,FW,Sevilla,25,1997,18.5,Matches,4,0,0,10,11,21,4,4,8,0,0,0,28,60,90,40.0,8,60,23,38.3,3.25,1.25,0.13,0.35,11.6,0,0,0,8.1,8.1,0.14,-0.1,-0.1,156,241,64.7,2202,328,96,135,71.1,50,75,66.7,4,8,50.0,1,1.1,0.5,-0.1,10,4,1,0,12,204,35,0,1,2,2,0,0,0,0,2,5,32,1.73,21,1,2,2,2,0,5,0.27,3,0,1,1,0,0,16,3,7,6,4,23,28.6,10,6,4,20,16,0,439,19,44,186,211,103,439,4,17.4,16,69.6,190,927,369,16,5,14,46,9,286,71
162,Gonzalo Escalante,ar ARG,MF,Cádiz,29,1993,12.5,Matches,4,0,0,14,17,0,4,17,24,0,1,0,86,27,28,49.1,4,14,6,42.9,1.12,0.48,0.29,0.67,12.5,0,0,0,3.5,3.5,0.25,+0.5,+0.5,325,433,75.1,5212,1513,178,208,85.6,120,152,78.9,23,52,44.2,1,1.5,1.0,-0.5,10,41,5,2,50,419,11,6,2,4,0,0,0,0,0,3,4,25,2.01,22,0,2,4,0,0,3,0.24,1,0,1,1,0,0,36,15,20,1,15,10,51.7,14,18,14,53,26,1,585,45,161,316,115,24,585,7,70.0,2,20.0,251,1085,523,3,7,0,14,8,289,12
